Feb 26 18:13:46 cs219-laptop kernel: [ 1478.769628] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 54M, loss ratio: 0, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.188057] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221421, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.197505] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221501, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.202583] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221581, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.208671] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221661, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.213084] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221741, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.218441] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221821, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.227992] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221901, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.233716] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 221981, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.241249] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222061, tx_rate: 48M, loss ratio: 20, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.247713] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222141, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.254103] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222221, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.258508] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222301, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:41 cs219-laptop kernel: [ 1503.270772] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222381, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.274987] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222461, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.284175] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222541, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.288316] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222621, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.293159] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222701, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.298006] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222781, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.309402] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222861, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.314061] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 222941, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.320998] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223021, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.325803] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223101, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.330738] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223181, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.346970] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223261, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.355685] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223341, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:42 cs219-laptop kernel: [ 1503.360680] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223421, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.371500] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223501, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.376165] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223581, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.386093] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223661, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.390806] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223741, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.399609] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223821, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.404490] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223901, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.409091] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 223981, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.413733] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224061, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.420717] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224141, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.430291] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224221, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.436762] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224301, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.442985] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224381, tx_rate: 54M, loss ratio: 3, window size: 80
Feb 26 18:19:43 cs219-laptop kernel: [ 1503.447863] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224461, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.458094] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224541, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.464323] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224621, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.468915] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224701, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.475592] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224781, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.480570] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224861, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.485299] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 224941, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.490983] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225021, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.496820] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225101, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.503037] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225181, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.518354] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225261, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:44 cs219-laptop kernel: [ 1503.536141] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225341, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.543049] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225421, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.549158] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225501, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.555540] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225581, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.560776] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225661, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.567375] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225741, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.574266] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225821, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.579309] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225901, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.587023] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 225981, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:45 cs219-laptop kernel: [ 1503.591933] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226061, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.596613] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226141, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.607327] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226221, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.612839] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226301, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.617857] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226381, tx_rate: 48M, loss ratio: 19, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.629786] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226461, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.638586] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226541, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.643710] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226621, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.654801] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226701, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.660475] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226781, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:46 cs219-laptop kernel: [ 1503.679552] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226861, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.685996] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 226941, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.692196] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227021, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.698521] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227101, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.704401] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227181, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.713031] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227261, tx_rate: 48M, loss ratio: 20, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.718251] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227341, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.725604] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227421, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.732403] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227501, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:47 cs219-laptop kernel: [ 1503.738126] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227581, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.749523] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227661, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.754700] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227741, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.759864] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227821, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.765161] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227901, tx_rate: 48M, loss ratio: 20, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.777380] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 227981, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.783096] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228061, tx_rate: 48M, loss ratio: 19, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.787839] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228141, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.792711] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228221, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.809092] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228301, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.817848] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228381, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:48 cs219-laptop kernel: [ 1503.822656] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228461, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.834461] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228541, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.840890] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228621, tx_rate: 48M, loss ratio: 19, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.846199] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228701, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.852344] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228781, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.857844] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228861, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.869712] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 228941, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.875010] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229021, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.882351] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229101, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:49 cs219-laptop kernel: [ 1503.888515] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229181, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.907802] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229261, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.912634] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229341, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.917906] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229421, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.928128] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229501, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.933198] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229581, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.941568] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229661, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.946590] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229741, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.956390] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229821, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.962418] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229901, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:50 cs219-laptop kernel: [ 1503.982803] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 229981, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1503.989284] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230061, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1503.994374] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230141, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1503.999375] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230221, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.007406] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230301, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.012944] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230381, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.018337] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230461, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.023862] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230541, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.038095] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230621, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.042823] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230701, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:51 cs219-laptop kernel: [ 1504.047635] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230781, tx_rate: 48M, loss ratio: 21, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.057220] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230861, tx_rate: 48M, loss ratio: 20, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.062501] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 230941, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.067421] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231021, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.072708] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231101, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.081860] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231181, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.086986] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231261, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.092318] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231341, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.112445] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231421, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:52 cs219-laptop kernel: [ 1504.117467] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231501, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.126473] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231581, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.134977] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231661, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.140034] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231741, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.145940] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231821, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.151524] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231901, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.156975] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 231981, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.164962] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232061, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:53 cs219-laptop kernel: [ 1504.170911] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232141, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.175684] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232221, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.180379] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232301, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.189015] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232381, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.198463] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232461, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.203476] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232541, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.210062] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232621, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.218145] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232701, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.224977] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232781, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:19:54 cs219-laptop kernel: [ 1504.231883] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232861, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.250881] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 232941, tx_rate: 48M, loss ratio: 19, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.256009] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233021, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.261532] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233101, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.269154] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233181, tx_rate: 48M, loss ratio: 20, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.274407] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233261, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.282921] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233341, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.287948] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233421, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.294125] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233501, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:55 cs219-laptop kernel: [ 1504.300459] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233581, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:19:56 cs219-laptop kernel: [ 1504.305444] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233661, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:56 cs219-laptop kernel: [ 1504.310298] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233741, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:56 cs219-laptop kernel: [ 1504.318421] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 233821, tx_rate: 48M, loss ratio: 15, window size: 80
